"","(Intercept)","distribution","FAL_L","FL_L","FTL_L","HH","INF","s(temp, by = distribution)","SFT_L","substrate","SVL","TAL","TL_L","TRL","df","logLik","AICc","delta","weight"
"6024",-1.3595693332216,"+",0.492272812781527,-0.358560197370547,NA,NA,NA,NA,0.0770109945992005,"+",0.0562295839721957,-0.00734345375918447,NA,-0.144607283247805,11,-391.330740746418,806.332367568785,313.645479668936,2.08484159141403e-70
"4281",-4.0423826598223,NA,NA,NA,0.41453694403972,0.245305331859817,-0.428515084091021,NA,0.401026795385372,NA,NA,NA,NA,0.144285222215089,8,-394.719318223711,806.33304638531,313.646158485461,2.08413409902282e-70
"3892",0.0673096322471557,"+",0.394421058812988,NA,NA,-0.346673993585234,0.175561193037605,NA,NA,"+",0.0508704217100303,-0.00630876404437252,-0.0507430385045318,NA,11,-391.33155861489,806.33400330573,313.647115405881,2.08313716230069e-70
"6688",0.38300652307285,"+",0.620933800265044,-0.0933447125165265,-0.456164743576295,-0.346446361448332,NA,NA,NA,NA,0.0436239566436671,NA,-0.0413830359695731,-0.0646052998041975,11,-391.331768861186,806.334423798322,313.647535898473,2.08269923646629e-70
"1972",-0.294463188768678,"+",0.357390500007635,NA,NA,-0.354304228532789,0.176871401232079,NA,0.0229803245155121,"+",0.0502466720731338,-0.00634665113749427,NA,NA,11,-391.331814377017,806.334514829983,313.647626930134,2.08260444283796e-70
"1029",2.65438788511411,NA,NA,-0.38685883450639,NA,NA,NA,NA,NA,NA,NA,-0.00181772615465923,NA,NA,5,-397.985236215502,806.336326089542,313.649438189693,2.08071922801807e-70
"3864",0.132747847481099,"+",0.51422501145379,-0.280722965761566,NA,-0.420895446362095,NA,NA,NA,"+",0.0515190905671483,-0.0058019848406051,-0.0377445446811822,NA,11,-391.333703568099,806.338293212148,313.651405312299,2.07867371920889e-70
"3980",-1.14432123886864,"+",0.635050582055291,NA,-0.448902995394805,NA,NA,NA,0.0905386581066446,"+",0.0445390359391559,-0.00317491049957955,-0.056858192778604,NA,11,-391.333951139645,806.338788355239,313.65190045539,2.07815916244104e-70
"7955",-0.858933268419843,NA,1.33425955171493,NA,NA,0.234376904617261,NA,NA,NA,"+",0.0875029704451404,-0.00908994621974253,-0.201775221947441,0.0460718601370503,10,-392.477779330988,806.339206460719,313.65231856087,2.07772476298189e-70
"3335",2.55737557441745,NA,1.21889531735961,-0.767714878889237,NA,NA,NA,NA,NA,"+",NA,-0.00655329185505407,-0.0874706386371193,NA,8,-394.723504959832,806.341419857552,313.654531957703,2.07542662018673e-70
"6838",-0.955593989933708,"+",NA,-0.209084240886401,NA,-0.687503763939382,0.480102934084471,NA,0.0918538792523335,NA,0.0348650587672851,NA,0.211297831237183,0.283980949184885,11,-391.335503609486,806.341893294921,313.655005395072,2.07493538607221e-70
"5032",-1.86445989174284,"+",0.392276514441459,-0.381714052815421,NA,NA,0.320014270810964,NA,0.115194317198521,"+",0.0507030775054283,NA,NA,0.0809643649767564,11,-391.336259405608,806.343404887166,313.656516987317,2.07336775043391e-70
"2960",-1.4932401702506,"+",0.654478673292381,-0.149190010819874,-0.447362661965095,NA,NA,NA,0.111138831130143,"+",0.044553675233257,NA,-0.0605900316558706,NA,11,-391.336850948977,806.344587973903,313.657700074054,2.07214162617974e-70
"3979",-2.79987744518315,NA,1.2518032830635,NA,-0.0757373062362861,NA,NA,NA,0.118497931686489,"+",0.0855715860569078,-0.00832506647449577,0.0201531244315279,NA,10,-392.480853788011,806.345355374765,313.658467474916,2.07134669706146e-70
"2984",-1.4596284321875,"+",0.466680040493989,-0.38697743200462,NA,NA,0.235771999672002,NA,0.0863122258844208,"+",0.0528573484068652,NA,-0.0979098422073975,NA,11,-391.337505560763,806.345897197476,313.659009297627,2.07078562172426e-70
"3867",-0.934581605272113,NA,1.37329075752227,NA,-0.0422026971398074,0.315183815976812,NA,NA,NA,"+",0.0891572771509436,-0.00936634299237188,-0.212476525509737,NA,10,-392.481295174139,806.34623814702,313.659350247172,2.07043263510545e-70
"7944",-0.135077929353559,"+",0.583413024440498,-0.324897131915181,NA,NA,NA,NA,NA,"+",0.0579534835878587,-0.0075272318938265,-0.12987293792493,-0.142054271282621,11,-391.337891063782,806.346668203514,313.659780303665,2.06998748146836e-70
"7825",-8.37019540988909,NA,NA,NA,NA,0.277831109882267,NA,NA,0.516096902810144,NA,0.0590828727514831,-0.00650632806808024,0.861924330811314,0.12932248305632,9,-393.611267908566,806.347535817132,313.660647917283,2.06908970154951e-70
"4521",-3.35855422049038,NA,NA,NA,0.491139592836745,NA,-0.398827174879272,NA,0.362028219532874,"+",NA,NA,NA,0.221768433057999,8,-394.726732510289,806.347874958465,313.660987058616,2.06873887437523e-70
"1809",-0.0637669338453538,NA,NA,NA,NA,1.09966523802962,NA,NA,NA,"+",0.0704565473534823,-0.00670768256353238,NA,NA,7,-395.831451009027,806.354260042746,313.667372142897,2.06214486976074e-70
"1295",2.56325123722256,NA,1.14421160319146,-0.783565617063753,0.0402673984731807,NA,NA,NA,NA,"+",NA,-0.0074572511293291,NA,NA,8,-394.730542811331,806.35549556055,313.668607660702,2.06087135481304e-70
"6193",2.72069836626758,NA,NA,NA,NA,-0.313030748889054,-0.669354512827059,NA,NA,NA,NA,NA,0.428433029600147,0.0783896358669187,7,-395.833003786666,806.357365598024,313.670477698175,2.05894530207016e-70
"3087",2.58563894045985,NA,1.17496242654937,-0.762144746430897,0.0387972052393196,NA,NA,NA,NA,NA,NA,-0.00683330091262052,-0.0673843857095394,NA,8,-394.73224647426,806.358902886407,313.672014986558,2.05736331379379e-70
"2309",2.66737412798065,NA,NA,-0.638605081205617,NA,NA,NA,NA,NA,"+",NA,NA,0.740502195088793,NA,6,-396.922520558086,806.360378539485,313.673490639636,2.05584589640541e-70
"4869",0.668616835491,NA,NA,-0.0550725597520276,NA,NA,NA,NA,NA,"+",0.053370297229416,NA,NA,0.429475757250796,7,-395.836386885951,806.364131796593,313.677243896744,2.05199145510212e-70
"3856",0.207719906825807,"+",0.708494464045709,-0.137462341647872,-0.322969887427544,NA,NA,NA,NA,"+",0.0494286519594165,-0.00418366622333922,-0.157685498752998,NA,11,-391.34707336242,806.365032800789,313.67814490094,2.05106723684275e-70
"5889",0.670614044983352,NA,NA,NA,NA,NA,NA,NA,NA,"+",0.0534066094691594,0.000639885062989579,NA,0.436590748544238,7,-395.837763955604,806.366885935899,313.67999803605,2.04916766466487e-70
"7947",-0.792234496847159,NA,1.30407093824866,NA,0.0258004190928087,NA,NA,NA,NA,"+",0.0860320100756809,-0.00864171803332308,-0.14143410355248,0.0933806041605906,10,-392.492255106394,806.368158011531,313.681270111682,2.04786473094058e-70
"2995",-2.76634122700223,NA,1.13585871258178,NA,NA,0.175781462463347,-0.187228835983537,NA,0.135075529933595,"+",0.0783690687628962,NA,-0.161957168371788,NA,10,-392.49285178604,806.369351370821,313.682463470972,2.04664317621432e-70
"6952",-0.0308318042592563,"+",0.532463677148268,-0.333319561335971,NA,NA,0.314103649189033,NA,NA,"+",0.0532661411331296,NA,-0.201660090841342,0.0830577852345588,11,-391.350707479824,806.372301035598,313.685413135749,2.04362694533511e-70
"441",-4.32831853583293,NA,NA,NA,0.342296254892071,0.381761288205894,-0.544917291784299,NA,0.418268502940163,"+",NA,NA,NA,NA,8,-394.740244858916,806.37489965572,313.688011755871,2.04097336456876e-70
"5800",-1.05056358302209,"+",0.375322463690434,-0.277246871862926,NA,NA,0.281988318540651,NA,0.075405826853107,NA,0.0486702317421058,-0.00430625283115494,NA,0.0715763640469291,11,-391.353358419133,806.377602914216,313.690715014367,2.03821658876426e-70
"6718",0.622262343437359,"+",NA,-0.0894220445546278,-0.130224332538625,-0.760526240804408,0.499351949137357,NA,NA,NA,0.0322862126309916,NA,0.167504813686954,0.283871368796854,11,-391.35347727048,806.377840616909,313.69095271706,2.03797435837359e-70
"2744",-0.689779906395941,"+",0.353644162969508,-0.322422461093324,NA,-0.384570054096418,0.192665879056864,NA,0.0545946455010358,NA,0.0475234563417032,NA,0.0203317606161809,NA,11,-391.354443675296,806.379773426541,313.692885526692,2.03600580150263e-70
"6970",0.680610824300822,"+",NA,NA,-0.177549000603761,-0.76976445105798,0.508645536264968,NA,NA,"+",0.0307961755857535,NA,0.171143932969236,0.296573471396496,11,-391.355535678606,806.381957433162,313.695069533313,2.033783689925e-70
"6025",-3.08170124312505,NA,NA,NA,1.02333241549967,NA,NA,NA,0.178272110785368,"+",0.0710089569775786,-0.0104670802604966,NA,0.269067202863348,9,-393.628924122367,806.382848244735,313.695960344886,2.03287803260854e-70
"7738",0.629524862386724,"+",NA,NA,-0.162895132882551,-0.734517223078137,0.481255533677243,NA,NA,NA,0.032054763704092,-0.000996531577776239,0.166905295709187,0.266044294207545,11,-391.35647464177,806.38383535949,313.696947459641,2.03187493822039e-70
"3728",-1.11137882346777,"+",0.592165822413379,-0.0900326110188524,-0.423639777225896,NA,NA,NA,0.0953420006588643,NA,0.042762523841685,-0.00296575395999959,-0.0116899103671243,NA,11,-391.356573206128,806.384032488205,313.697144588356,2.03167467764277e-70
"3752",-0.865784341896063,"+",0.40064713197961,-0.27692899594335,NA,NA,0.20708838637931,NA,0.0621794604865414,NA,0.0499744319820439,-0.00515627705065794,-0.0227072455848544,NA,11,-391.358737746072,806.388361568094,313.701473668245,2.02728179265147e-70
"3764",0.0241844146847205,"+",0.328882448513415,NA,NA,-0.3883084074134,0.165311177162784,NA,0.0116805232183382,NA,0.0478891304139999,-0.00616387068875159,0.00871470778440453,NA,11,-391.359202257287,806.389290590524,313.702402690675,2.0263403162027e-70
"3770",-1.79685328450174,"+",NA,NA,-0.345288480699701,-0.372162065916843,0.260095641716762,NA,0.14609849328986,NA,0.0323292015285862,-0.00249288061441606,0.286529036642399,NA,11,-391.359225459424,806.389336994797,313.702449094948,2.02629330132374e-70
"7075",-2.5770259126079,NA,1.13671255402914,NA,NA,NA,-0.220256248430353,NA,0.124258087611611,"+",0.078286887677875,NA,-0.122531824145165,-0.00789158189665636,10,-392.502893803404,806.38943540555,313.702547505701,2.02619359925096e-70
"7858",-0.543533165125686,"+",NA,NA,NA,-0.678198432024888,0.4545380685915,NA,0.0662399140145765,NA,0.0354430536718286,-0.00193771858200808,0.171986020606735,0.272284871395409,11,-391.359333872686,806.389553821322,313.702665921473,2.0260736361634e-70
"7734",0.551158624012065,"+",NA,-0.148188188230201,NA,-0.75829371507878,0.470145329140207,NA,NA,NA,0.0352624261810655,-0.00165111170269186,0.16082013292916,0.275587436723947,11,-391.359400825411,806.389687726771,313.702799826922,2.02593798955415e-70
"8065",-8.16641490903187,NA,NA,NA,NA,NA,NA,NA,0.505726867111011,"+",0.0582672233742421,-0.00593368214450081,0.921099201018247,0.177947177834966,9,-393.63303104775,806.391062095501,313.704174195652,2.02454627488088e-70
"3002",-2.14390432460646,"+",NA,NA,-0.392195473315969,-0.345479724664326,0.279810311011854,NA,0.165933100264647,"+",0.0316702455906932,NA,0.271200296837203,NA,11,-391.362112732591,806.395111541132,313.708223641283,2.02045127686351e-70
"2750",-2.07884928847581,"+",NA,-0.0998013868562345,-0.353612818754475,-0.370801109876291,0.271883265347926,NA,0.163663744327138,NA,0.0317940362622413,NA,0.291424850108586,NA,11,-391.362378663559,806.395643403067,313.708755503218,2.01991404773644e-70
"6966",0.578284579010467,"+",NA,-0.15424451944994,NA,-0.795560200168202,0.50553530674083,NA,NA,"+",0.0343960675558197,NA,0.150477732926766,0.312164967373953,11,-391.362473959762,806.395833995474,313.708946095625,2.01972156676817e-70
"2971",-3.91654378694732,NA,1.33247092140356,NA,-0.315579574741147,0.442256520470728,NA,NA,0.194615387575444,"+",0.0808022620565705,NA,-0.101432590300119,NA,10,-392.506140195637,806.395928190016,313.709040290167,2.01962644563461e-70
"5019",-4.02983988681899,NA,1.25557952317053,NA,-0.294694431546951,0.309693618105301,NA,NA,0.207788772021993,"+",0.0783636896353572,NA,NA,0.0530281824420558,10,-392.507102170599,806.39785213994,313.710964240092,2.01768454973771e-70
"5785",-3.17167586043935,NA,NA,NA,0.977161853391281,0.132062285922969,NA,NA,0.189069170016562,NA,0.0693635050262683,-0.010218703547412,NA,0.258677569871916,9,-393.636632931987,806.398265863973,313.711377964124,2.01726721061071e-70
"5784",-0.0587590908048856,"+",0.437008777787546,-0.251056381091113,NA,-0.386634981856982,NA,NA,0.0192609806681942,NA,0.0489010741359985,-0.00593621367955113,NA,-0.0382402862544282,11,-391.363691747845,806.398269571639,313.71138167179,2.01726347093811e-70
"7090",-0.524477088291714,"+",NA,NA,NA,-0.718676973921336,0.495117348431374,NA,0.0667386129756473,"+",0.0345020017040647,NA,0.157474417835637,0.313938844570482,11,-391.363819763086,806.398525602122,313.711637702273,2.01700524699648e-70
"5787",-2.65256050398721,NA,1.17939254828388,NA,-0.104326767042261,0.205006673410416,NA,NA,0.132946187748589,NA,0.0777832789414512,-0.00691942033881456,NA,0.0889525643476187,10,-392.508215243597,806.400078285937,313.713190386088,2.01543996896976e-70
"7720",0.146122068914834,"+",0.456142285219478,-0.245988140178146,NA,NA,0.272753804664601,NA,NA,NA,0.0505090778572479,-0.0047278572055107,-0.107160158089161,0.0667125102350589,11,-391.364850627365,806.400587330679,313.71369943083,2.0149270596859e-70
"7704",0.24624382854887,"+",0.438021373359345,-0.246919444448167,NA,-0.423236068824515,NA,NA,NA,NA,0.0492988157270696,-0.0062133393473956,0.0129216087243166,-0.0366502543133949,11,-391.364862904419,806.400611884787,313.713723984938,2.01490232246944e-70
"7705",-0.311280778092229,NA,NA,NA,1.04388789981048,-0.389485782441642,NA,NA,NA,NA,0.0776278011171438,-0.0147456578578486,0.334421608226698,0.291183082546315,9,-393.637867349166,806.400734698331,313.713846798483,2.01477859762032e-70
"4004",-0.618368273432575,"+",0.417501718415241,NA,NA,NA,0.203844958439639,NA,0.0385483484160854,"+",0.0523140255533801,-0.00631524279779728,-0.110453623588632,NA,11,-391.365780181433,806.402446438816,313.715558538967,2.01305494628966e-70
"5043",-3.41692821107392,NA,1.02811514712438,NA,NA,0.121909068318004,-0.209557287093411,NA,0.175703763101548,"+",0.0775248829484925,NA,NA,-0.0288610420260598,10,-392.509471385216,806.402590569175,313.715702669326,2.01290988035136e-70
"3985",-8.945755176957,NA,NA,NA,NA,0.493486106322757,NA,NA,0.537002157732272,"+",0.0639115301385269,-0.00804344063913799,0.85687534606504,NA,9,-393.638835630376,806.402671260753,313.715783360904,2.01282866955245e-70
"2327",2.55007279474892,NA,1.24287497842053,-0.799514762861052,NA,0.317291451525929,NA,NA,NA,"+",NA,NA,-0.26797697218774,NA,8,-394.754148131537,806.402706200962,313.715818301113,2.01279350553202e-70
"3736",-0.133950366260452,"+",0.418138673901109,-0.249740270218306,NA,-0.453675996752208,NA,NA,0.0266228794888452,NA,0.0477903428020415,-0.00564773049323886,0.0393291624390198,NA,11,-391.366090461357,806.403066998662,313.716179098813,2.01243043264788e-70
"5915",-0.831254888581879,NA,1.24632544696316,NA,-0.00793417273880119,0.0768271221448068,NA,NA,NA,"+",0.0870335566918133,-0.00998649625420719,NA,0.0617987966763245,10,-392.510852718634,806.405353236009,313.71846533616,2.01013130018231e-70
"2069",2.61088110936105,NA,NA,-0.644406611251733,NA,0.326574556043136,NA,NA,NA,NA,NA,NA,0.617994468952963,NA,6,-396.946298482443,806.407934388198,313.721046488349,2.00753874608338e-70
"7972",0.00657938737501618,"+",0.454280281347109,NA,NA,NA,0.228979137537963,NA,NA,"+",0.0528475450659826,-0.00618931796377401,-0.156661144794216,0.0256183547337933,11,-391.369510636883,806.409907349716,313.723019449867,2.0055593242289e-70
"7827",-2.43495465888587,NA,1.1239951340594,NA,NA,0.150828956316041,NA,NA,0.11908425572675,NA,0.0783758554063061,-0.0076189060242325,-0.00212151500327826,0.102675369726793,10,-392.513477672601,806.410603143944,313.723715244095,2.00486171728347e-70
"2079",2.57688961299606,NA,1.30061982309104,-0.725197358088912,-0.136637934642323,0.338744655685336,NA,NA,NA,NA,NA,NA,-0.234849818179638,NA,8,-394.7585978631,806.411605664088,313.724717764239,2.00385701198442e-70
"4798",-0.279738568562603,"+",NA,-0.0617532941587501,-0.118804802857096,-0.518644845098838,0.469986491926968,NA,0.0597632858159531,NA,0.0300104016282949,NA,NA,0.248475149706256,11,-391.371078662824,806.413043401598,313.726155501749,2.00241701943459e-70
"5637",0.541788026684036,NA,NA,-0.0956479041760148,NA,NA,NA,NA,NA,NA,0.0554507889761671,0.000665070312063328,NA,0.409713182997676,7,-395.8609768485,806.413311721692,313.726423821843,2.0021483930924e-70
"4795",-3.29609328398279,NA,1.2006775152858,NA,-0.324863081675963,0.243771014111656,-0.245606298613604,NA,0.183065129046127,NA,0.0726412439881524,NA,NA,-0.0611598493466147,10,-392.515688186967,806.415024172676,313.728136272827,2.00043483630025e-70
"5818",-0.323441863224945,"+",NA,NA,-0.165262286284515,-0.523939985679402,0.48618381442335,NA,0.0639753129622214,NA,0.0289100473598391,0.000834204731834108,NA,0.260351596101747,11,-391.372303479366,806.415493034682,313.728605134833,1.99996592732016e-70
"5050",-0.35107821309108,"+",NA,NA,-0.153943835449309,-0.501005338812223,0.465708255576721,NA,0.0636844122312455,"+",0.0297844161347091,NA,NA,0.238884429053694,11,-391.372451293275,806.4157886625,313.728900762651,1.9996703263862e-70
"7986",0.56887746926969,"+",NA,NA,NA,-0.760084838258889,0.472510478748198,NA,NA,"+",0.0350176690234934,-0.00197764660533541,0.138426503463859,0.290918628896663,11,-391.373991655014,806.418869385977,313.731981486128,1.99659248183132e-70
"6052",-1.1164662941437,"+",0.340315840281749,NA,NA,NA,0.236346531009371,NA,0.07102244837494,"+",0.0510841798248557,-0.00636078923009937,NA,0.0265761524863327,11,-391.374029366491,806.418944808931,313.732056909082,1.99651718879951e-70
"789",-0.0513285875879118,NA,NA,-0.254225677903149,NA,1.0246987260148,NA,NA,NA,"+",0.0696315969546807,NA,NA,NA,7,-395.864325220036,806.420008464764,313.733120564915,1.99545566752138e-70
"6824",-1.11811743214216,"+",0.379656812230603,-0.298439430381288,NA,NA,0.357593466240172,NA,0.0817623199553369,NA,0.0470633985774923,NA,-0.0645881397116624,0.138329347834079,11,-391.374609899442,806.420105874833,313.733217974984,1.99535848115126e-70
"7819",-2.40458353159355,NA,1.15665623070713,NA,-0.0558206290632697,NA,NA,NA,0.118781623823424,NA,0.0775956669068692,-0.00690391142767869,0.0373831363548341,0.126346755463378,10,-392.518279172127,806.420206142995,313.733318243146,1.9952584481942e-70
"7956",0.0952580479050916,"+",0.439130823037492,NA,NA,-0.331787171759727,NA,NA,NA,"+",0.0518292993245428,-0.00747274031317023,-0.059591974586844,-0.0630078593988566,11,-391.375007551567,806.420901179083,313.734013279234,1.99456518034973e-70
"2747",-3.0293231662264,NA,1.20787865786749,NA,-0.280035890733793,0.198257413998706,-0.199497885377937,NA,0.167399553634659,NA,0.0726062025195211,NA,-0.0343999304685085,NA,10,-392.518673580966,806.420994960675,313.734107060826,1.99447165579406e-70
"6036",-0.243211964252847,"+",0.398044351817622,NA,NA,-0.349825662908234,NA,NA,0.0217756528679903,"+",0.0511464438779045,-0.00755618445261484,NA,-0.0617225571240071,11,-391.376232518285,806.423351112519,313.73646321267,1.99212340024254e-70
"5046",-0.2925331712308,"+",NA,-0.138433229690491,NA,-0.555908019272157,0.468166665783216,NA,0.0545630727159356,"+",0.0330607674625517,NA,NA,0.259280986890365,11,-391.376914807817,806.424715691583,313.737827791734,1.99076465887976e-70
"5016",-1.06856135735732,"+",0.450135691738219,-0.376897902493586,NA,-0.370666438711721,NA,NA,0.0718433800159984,"+",0.050755197739625,NA,NA,-0.0447507557389557,11,-391.377625395554,806.426136867057,313.739248967208,1.98935054841043e-70
"5814",-0.145066858747974,"+",NA,-0.124572768508634,NA,-0.577280121169494,0.475479477115231,NA,0.0477629751292293,NA,0.032465525127534,-0.000111575170624362,NA,0.273014086313404,11,-391.378609765438,806.428105606825,313.741217706976,1.98739325515016e-70
"2875",-0.620038470801082,NA,1.40484071621534,NA,-0.1850043677116,0.151608178828603,-0.201309635865788,NA,NA,"+",0.0816265164707561,NA,-0.288779645101729,NA,10,-392.52344560867,806.430539016082,313.743651116233,1.98497665502056e-70
"2969",-7.95492870220214,NA,NA,NA,0.339358443850016,0.382865805684994,NA,NA,0.46587064606153,"+",0.0692403337879125,NA,0.589141717263875,NA,9,-393.653680907818,806.432361815635,313.745473915786,1.98316837189996e-70
"2968",-0.726495148701231,"+",0.477217972673321,-0.349153658924603,NA,-0.410934566887886,NA,NA,0.0545573544747499,"+",0.0497670877661061,NA,-0.0429929593966435,NA,11,-391.380862281271,806.432610638492,313.745722738643,1.9829216584373e-70
"3976",-0.925717973181471,"+",0.544094184608454,-0.304560454278768,NA,NA,NA,NA,0.062214256700463,"+",0.0528900932408287,-0.00573968538356753,-0.0961239816100661,NA,11,-391.381511072931,806.433908221812,313.747020321963,1.98163557264894e-70
"3739",-3.04606596099071,NA,1.20497940885662,NA,-0.161444261417302,0.34911018996832,NA,NA,0.150576720962394,NA,0.080039484504274,-0.00756128390257324,0.0184505158156094,NA,10,-392.525704819784,806.43505743831,313.748169538461,1.98049723558298e-70
"3988",0.0650548556022149,"+",0.427049348861199,NA,NA,-0.415153516343763,NA,NA,0.00805374207981497,"+",0.0495918068450251,-0.00668719348485454,-0.0405806684466502,NA,11,-391.383239897381,806.437365870712,313.750477970863,1.97821263230404e-70
"6955",-0.628315390928583,NA,1.39410010812464,NA,-0.188811344003031,NA,-0.272459799915692,NA,NA,"+",0.0818566514534878,NA,-0.244260155098825,-0.0555159965808501,10,-392.527226063994,806.438099926731,313.751212026882,1.97748670608531e-70
"4926",0.667020709413339,"+",NA,-0.0653486733095633,-0.0792971846915168,-0.6321406460601,0.48806001088591,NA,NA,"+",0.0312354633678621,NA,NA,0.273733020518608,11,-391.383641021923,806.438168119796,313.751280219947,1.97741928179451e-70
"5694",0.671331746364784,"+",NA,-0.0635460514111237,-0.0793399933588003,-0.63220018248023,0.48780101828825,NA,NA,NA,0.0311699581340378,-5.85972180898399e-05,NA,0.274248621124607,11,-391.383664530144,806.438215136238,313.751327236389,1.97737279673157e-70
"3329",2.71241674040676,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,-0.0121911813666369,0.785452288277662,NA,6,-396.962826836096,806.440991095504,313.754103195655,1.97463014737385e-70
"5946",0.690323078339385,"+",NA,NA,-0.112965722978429,-0.630681901062751,0.490593264981707,NA,NA,"+",0.0304968464630164,-2.01113632205411e-05,NA,0.275990095752819,11,-391.38574440316,806.442374882269,313.75548698242,1.97326438637718e-70
"6936",0.0837116869319688,"+",0.526941282510431,-0.346236419069259,NA,-0.394193940859001,NA,NA,NA,"+",0.0521004794022273,NA,-0.108519942584533,-0.0381625077700799,11,-391.385929807753,806.442745691455,313.755857791606,1.97289856800972e-70
"7051",-3.10942536841616,NA,1.26320873195223,NA,-0.18681607303757,NA,NA,NA,0.154226020086892,"+",0.0783481192137431,NA,-0.0402372676522842,0.122611153675747,10,-392.529778611395,806.443205021531,313.756317121682,1.97244551421225e-70
"5942",0.61250678690644,"+",NA,-0.108421539115776,NA,-0.639188751458631,0.47527766722181,NA,NA,"+",0.033197720018987,-0.000660669165851254,NA,0.271847632130443,11,-391.386647598463,806.444181272875,313.757293373026,1.97148294786625e-70
"6827",-2.77555843361098,NA,1.19678963042422,NA,-0.247309111626694,NA,-0.230120423457471,NA,0.151805884904359,NA,0.0728943707999661,NA,-0.00163801023882207,-0.00227371282158645,10,-392.531089319482,806.445826437706,313.758938537857,1.96986190747175e-70
"6066",-0.0550648195103713,"+",NA,NA,NA,-0.585489865188756,0.464791441950419,NA,0.0403731029416051,"+",0.033304156076168,-0.000879569784695678,NA,0.269576334218022,11,-391.388990480754,806.448867037457,313.761979137608,1.96686940198866e-70
"7082",-2.64471685916791,"+",NA,NA,-0.393242423171383,NA,0.390289485998014,NA,0.197243848624397,"+",0.0312441966685551,NA,0.214532391109385,0.0816785966923466,11,-391.390683291657,806.452252659264,313.765364759415,1.96354268056905e-70
"4010",-2.56782494563299,"+",NA,NA,-0.369668069466779,NA,0.303898185552336,NA,0.188824156238075,"+",0.0332826533239087,-0.00229058008318893,0.229245927098168,NA,11,-391.392001422403,806.454888920756,313.768001020907,1.96095617963757e-70
"2990",-2.8609226087445,"+",NA,-0.117777683121366,-0.362933492488599,NA,0.315094496145338,NA,0.206043616661223,"+",0.0331847671517569,NA,0.234066516416227,NA,11,-391.392195387668,806.455276851286,313.768388951437,1.96057585913888e-70
"3766",-1.23683621535489,"+",NA,-0.221156791889857,NA,-0.438139328575974,0.213467142592765,NA,0.101336500357419,NA,0.039622535499498,-0.00470102367188317,0.233152684057999,NA,11,-391.392486670435,806.45585941682,313.768971516971,1.96000486034243e-70
"6830",-2.58864893774685,"+",NA,-0.0764547351745244,-0.362792655101634,NA,0.398550156376051,NA,0.196110768701269,NA,0.0310547913325315,NA,0.227447015028555,0.0961790402085631,11,-391.393153952535,806.457193981019,313.770306081171,1.95869742044793e-70
"7850",-2.45690444089875,"+",NA,NA,-0.3792177650897,NA,0.382053190283898,NA,0.188223382011415,NA,0.0310609343451219,-0.00109270132272406,0.225052673257929,0.0834752341413512,11,-391.394837405862,806.460560887673,313.773672987824,1.9554028186913e-70
"2996",-0.461714747836277,"+",0.35114133759686,NA,NA,-0.345494481947284,0.192515621242003,NA,0.0341073973260695,"+",0.0491218449885212,NA,-0.0863412706049953,NA,11,-391.39537083766,806.461627751269,313.77473985142,1.9543600228056e-70
"7059",-3.00471108037295,NA,1.16754897961437,NA,NA,0.189483073083134,NA,NA,0.14461535402978,"+",0.0799990242070904,NA,-0.136729346558563,0.1051954835714,10,-392.541645976976,806.466939752693,313.780051852844,1.94917612845377e-70
"7844",-0.502801245817338,"+",0.35465142878535,NA,NA,NA,0.284842351220144,NA,0.0436929600793279,NA,0.0479610237130585,-0.00505443439630011,-0.0803567496667893,0.087997201947209,11,-391.398221965351,806.467330006652,313.780442106803,1.94879582870785e-70
"4277",-5.90661126817157,NA,NA,-0.387133673223328,NA,0.8175395487325,-0.598581802526326,NA,0.510973979698921,NA,NA,NA,NA,-0.116668852898902,8,-394.787062211341,806.46853436057,313.781646460721,1.94762266202481e-70
"5169",2.77964581908883,NA,NA,NA,NA,0.412195136332443,-0.958136201947064,NA,NA,NA,NA,-0.0113744031712721,NA,-0.238253150135279,7,-395.888766959803,806.468891944298,313.782004044449,1.94727447406618e-70
"3758",-2.5092198750938,"+",NA,-0.0808372817809941,-0.34940208912097,NA,0.297869782996701,NA,0.188513293643829,NA,0.0328484123436714,-0.00214994662720491,0.248451653166916,NA,11,-391.399184036123,806.469254148195,313.782366248346,1.94692185079634e-70
"8068",-0.524584236093447,"+",0.464103504206469,NA,NA,NA,NA,NA,0.0311964003562878,"+",0.0545173538577268,-0.00816004355210827,-0.112904034084302,-0.117183732244872,11,-391.400101520556,806.471089117061,313.784201217212,1.9451363994929e-70
"6963",-0.66871451325794,NA,1.28861018570642,NA,NA,0.13988018831601,-0.242735178341967,NA,NA,"+",0.0830726024136953,NA,-0.312410730605044,-0.0441561212062041,10,-392.543824218633,806.471296236008,313.784408336159,1.94493497262154e-70
"3089",2.64546290543279,NA,NA,NA,NA,0.46071782471249,NA,NA,NA,NA,NA,-0.0125007573855507,0.619053224063451,NA,6,-396.978511598299,806.472360619911,313.785472720062,1.94390016926437e-70
"7057",-8.55652958046215,NA,NA,NA,NA,0.215551254394762,NA,NA,0.530759152052551,"+",0.0572579956897709,NA,0.800809121921388,0.173261161346621,9,-393.67436013662,806.47372027324,313.786832373391,1.94257910319468e-70
